run_id,lot_id,product,route_id,step_seq,step_name,tool_group,tool_id,arrive_time,start_time,end_time,queue_time,process_time,event_type
0a9804859459,Lot_Product_4_127,Product_4,Route_Product_4,99,112_Wet_Etch,WE_FE_108,WE_FE_108#17,26820.0,26823.0,26850.92757105876,3.0,27.927571058762073,PROCESS
0a9804859459,Lot_Product_4_85,Product_4,Route_Product_4,113,126_Implant,Implant_128,Implant_128#2,26820.0,26821.0,26853.447526737767,1.0,32.44752673776776,PROCESS
0a9804859459,Lot_Product_4_159,Product_4,Route_Product_4,11,011_Wet_Etch,WE_FE_108,WE_FE_108#2,26820.0,26829.0,26854.5850180538,9.0,25.585018053801164,PROCESS
0a9804859459,Lot_Product_3_67,Product_3,Route_Product_3,193,222_Implant,Implant_91,Implant_91#5,26820.0,26833.0,26859.739376774232,13.0,26.73937677423298,PROCESS
0a9804859459,Lot_Product_4_159,Product_4,Route_Product_4,12,012_Wet_Etch,WE_FE_83,WE_FE_83#2,26854.5850180538,26855.5850180538,26882.233013139004,1.0,26.64799508520369,PROCESS
0a9804859459,Lot_Product_3_67,Product_3,Route_Product_3,194,223_Wet_Etch,WE_FE_84,WE_FE_84#10,26859.739376774232,26860.739376774232,26884.394529617326,1.0,23.655152843093887,PROCESS
0a9804859459,Lot_Product_4_159,Product_4,Route_Product_4,13,013_Wet_Etch,WE_FE_84,WE_FE_84#4,26882.233013139004,26883.233013139004,26910.12002632295,1.0,26.887013183944575,PROCESS
0a9804859459,Lot_Product_3_162,Product_3,Route_Product_3,137,146_Litho_Met,Litho_REG_FE_64,LithoTrack_FE_115#21,26820.0,26820.0,26937.910988793934,0.0,117.91098879393336,PROCESS
0a9804859459,Lot_Product_3_249,Product_3,Route_Product_3,46,051_Wet_Etch,WE_FE_108,DE_FE_86#123,26820.0,26820.0,26938.98969126044,0.0,118.9896912604429,PROCESS
0a9804859459,Lot_Product_3_67,Product_3,Route_Product_3,195,224_Litho,LithoTrack_FE_115,LithoTrack_FE_115#15,26884.394529617326,26885.394529617326,26939.558382192074,1.0,54.1638525747463,PROCESS
