run_id,lot_id,product,route_id,step_seq,step_name,tool_group,tool_id,arrive_time,start_time,end_time,queue_time,process_time,event_type
790a67fe08d6,Lot_Product_4_127,Product_4,Route_Product_4,99,112_Wet_Etch,WE_FE_108,WE_FE_108#17,26820.0,26823.0,26850.728406341015,3.0,27.728406341015482,PROCESS
790a67fe08d6,Lot_Product_4_85,Product_4,Route_Product_4,113,126_Implant,Implant_128,Implant_128#2,26820.0,26821.0,26852.970820457394,1.0,31.97082045739573,PROCESS
790a67fe08d6,Lot_Product_4_159,Product_4,Route_Product_4,11,011_Wet_Etch,WE_FE_108,WE_FE_108#2,26820.0,26829.0,26855.577107935635,9.0,26.577107935635098,PROCESS
790a67fe08d6,Lot_Product_3_67,Product_3,Route_Product_3,193,222_Implant,Implant_91,Implant_91#5,26820.0,26833.0,26858.56502602355,13.0,25.56502602354999,PROCESS
790a67fe08d6,Lot_Product_3_67,Product_3,Route_Product_3,194,223_Wet_Etch,WE_FE_84,WE_FE_84#10,26858.56502602355,26859.56502602355,26883.444361387636,1.0,23.879335364085783,PROCESS
790a67fe08d6,Lot_Product_4_159,Product_4,Route_Product_4,12,012_Wet_Etch,WE_FE_83,WE_FE_83#2,26855.577107935635,26856.577107935635,26886.931244439573,1.0,30.354136503938605,PROCESS
790a67fe08d6,Lot_Product_4_159,Product_4,Route_Product_4,13,013_Wet_Etch,WE_FE_84,WE_FE_84#10,26886.931244439573,26887.931244439573,26914.30430275642,1.0,26.37305831684634,PROCESS
790a67fe08d6,Lot_Product_3_67,Product_3,Route_Product_3,195,224_Litho,LithoTrack_FE_115,LithoTrack_FE_115#15,26883.444361387636,26884.444361387636,26937.549255091948,1.000000000000007,53.10489370431176,PROCESS
790a67fe08d6,Lot_Product_3_162,Product_3,Route_Product_3,137,146_Litho_Met,Litho_REG_FE_64,LithoTrack_FE_115#21,26820.0,26820.0,26937.910988793934,0.0,117.91098879393336,PROCESS
790a67fe08d6,Lot_Product_3_249,Product_3,Route_Product_3,46,051_Wet_Etch,WE_FE_108,DE_FE_86#123,26820.0,26820.0,26938.98969126044,0.0,118.9896912604429,PROCESS
