run_id,tool_group,tool_id,state,state_change_time,setup_name,lot_id,reason,idle_units,run_units,setup_units,down_pm_units,down_bm_units
89cd84c868d1,DE_BE_11,,IDLE,26820.0,,,INIT,11,0,0,0,0
89cd84c868d1,DE_BE_12,,IDLE,26820.0,,,INIT,10,0,0,0,0
89cd84c868d1,DE_BE_13,,IDLE,26820.0,,,INIT,23,0,0,0,0
89cd84c868d1,DE_BE_48,,IDLE,26820.0,,,INIT,12,0,0,0,0
89cd84c868d1,DE_BE_50,,IDLE,26820.0,,,INIT,9,0,0,0,0
89cd84c868d1,DE_BE_65,,IDLE,26820.0,,,INIT,18,0,0,0,0
89cd84c868d1,DE_BE_66,,IDLE,26820.0,,,INIT,22,0,0,0,0
89cd84c868d1,DE_BE_67,,IDLE,26820.0,,,INIT,12,0,0,0,0
89cd84c868d1,DE_BE_69,,IDLE,26820.0,,,INIT,2,0,0,0,0
89cd84c868d1,DE_FE_1,,IDLE,26820.0,,,INIT,8,0,0,0,0
89cd84c868d1,DE_FE_51,,IDLE,26820.0,,,INIT,22,0,0,0,0
89cd84c868d1,DE_FE_53,,IDLE,26820.0,,,INIT,5,0,0,0,0
89cd84c868d1,DE_FE_54,,IDLE,26820.0,,,INIT,6,0,0,0,0
89cd84c868d1,DE_FE_56,,IDLE,26820.0,,,INIT,3,0,0,0,0
89cd84c868d1,DE_FE_58,,IDLE,26820.0,,,INIT,3,0,0,0,0
89cd84c868d1,DE_FE_59,,IDLE,26820.0,,,INIT,17,0,0,0,0
89cd84c868d1,DE_FE_62,,IDLE,26820.0,,,INIT,17,0,0,0,0
89cd84c868d1,DE_FE_70,,IDLE,26820.0,,,INIT,15,0,0,0,0
89cd84c868d1,DE_FE_71,,IDLE,26820.0,,,INIT,31,0,0,0,0
89cd84c868d1,DE_FE_72,,IDLE,26820.0,,,INIT,11,0,0,0,0
89cd84c868d1,DE_FE_86,,IDLE,26820.0,,,INIT,150,0,0,0,0
89cd84c868d1,DefMet_BE_33,,IDLE,26820.0,,,INIT,2,0,0,0,0
89cd84c868d1,DefMet_BE_42,,IDLE,26820.0,,,INIT,1,0,0,0,0
89cd84c868d1,DefMet_FE_10,,IDLE,26820.0,,,INIT,3,0,0,0,0
89cd84c868d1,DefMet_FE_106,,IDLE,26820.0,,,INIT,1,0,0,0,0
89cd84c868d1,DefMEt_FE_118,,IDLE,26820.0,,,INIT,2,0,0,0,0
89cd84c868d1,DefMet_FE_34,,IDLE,26820.0,,,INIT,2,0,0,0,0
89cd84c868d1,DefMet_FE_43,,IDLE,26820.0,,,INIT,6,0,0,0,0
89cd84c868d1,Delay_32,,IDLE,26820.0,,,INIT,400,0,0,0,0
89cd84c868d1,Dielectric_BE_20,,IDLE,26820.0,,,INIT,6,0,0,0,0
89cd84c868d1,Dielectric_BE_21,,IDLE,26820.0,,,INIT,9,0,0,0,0
89cd84c868d1,Dielectric_BE_27,,IDLE,26820.0,,,INIT,17,0,0,0,0
89cd84c868d1,Dielectric_BE_28,,IDLE,26820.0,,,INIT,5,0,0,0,0
89cd84c868d1,Dielectric_BE_60,,IDLE,26820.0,,,INIT,5,0,0,0,0
89cd84c868d1,Dielectric_FE_112,,IDLE,26820.0,,,INIT,12,0,0,0,0
89cd84c868d1,Dielectric_FE_130,,IDLE,26820.0,,,INIT,5,0,0,0,0
89cd84c868d1,Dielectric_FE_29,,IDLE,26820.0,,,INIT,4,0,0,0,0
89cd84c868d1,Dielectric_FE_30,,IDLE,26820.0,,,INIT,2,0,0,0,0
89cd84c868d1,Dielectric_FE_31,,IDLE,26820.0,,,INIT,5,0,0,0,0
89cd84c868d1,Diffusion_BE_123,,IDLE,26820.0,,,INIT,12,0,0,0,0
89cd84c868d1,Diffusion_FE_100,,IDLE,26820.0,,,INIT,2,0,0,0,0
89cd84c868d1,Diffusion_FE_101,,IDLE,26820.0,,,INIT,8,0,0,0,0
89cd84c868d1,Diffusion_FE_120,,IDLE,26820.0,,,INIT,11,0,0,0,0
89cd84c868d1,Diffusion_FE_122,,IDLE,26820.0,,,INIT,5,0,0,0,0
89cd84c868d1,Diffusion_FE_125,,IDLE,26820.0,,,INIT,4,0,0,0,0
89cd84c868d1,Diffusion_FE_126,,IDLE,26820.0,,,INIT,3,0,0,0,0
89cd84c868d1,Diffusion_FE_127,,IDLE,26820.0,,,INIT,9,0,0,0,0
89cd84c868d1,Diffusion_FE_44,,IDLE,26820.0,,,INIT,11,0,0,0,0
89cd84c868d1,Diffusion_FE_94,,IDLE,26820.0,,,INIT,11,0,0,0,0
89cd84c868d1,EPI_36,,IDLE,26820.0,,,INIT,2,0,0,0,0
