run_id,lot_id,product,route_id,step_seq,step_name,tool_group,tool_id,arrive_time,start_time,end_time,queue_time,process_time,event_type
f668405a780a,Lot_Product_4_127,Product_4,Route_Product_4,99,112_Wet_Etch,WE_FE_108,WE_FE_108#17,26820.0,26823.0,26849.774748312866,3.0,26.774748312867178,PROCESS
f668405a780a,Lot_Product_4_85,Product_4,Route_Product_4,113,126_Implant,Implant_128,Implant_128#2,26820.0,26821.0,26852.83703108958,1.0,31.83703108957984,PROCESS
f668405a780a,Lot_Product_4_159,Product_4,Route_Product_4,11,011_Wet_Etch,WE_FE_108,WE_FE_108#2,26820.0,26829.0,26854.6417538033,9.0,25.641753803297533,PROCESS
f668405a780a,Lot_Product_3_67,Product_3,Route_Product_3,193,222_Implant,Implant_91,Implant_91#5,26820.0,26833.0,26857.722119144568,13.0,24.722119144568154,PROCESS
f668405a780a,Lot_Product_4_159,Product_4,Route_Product_4,12,012_Wet_Etch,WE_FE_83,WE_FE_83#2,26854.6417538033,26855.6417538033,26881.639678608608,1.0,25.99792480531044,PROCESS
f668405a780a,Lot_Product_3_67,Product_3,Route_Product_3,194,223_Wet_Etch,WE_FE_84,WE_FE_84#10,26857.722119144568,26858.722119144568,26883.910402582947,1.0,25.188283438378207,PROCESS
f668405a780a,Lot_Product_4_159,Product_4,Route_Product_4,13,013_Wet_Etch,WE_FE_84,WE_FE_84#4,26881.639678608608,26882.639678608608,26908.07203567691,1.0,25.432357068301222,PROCESS
f668405a780a,Lot_Product_3_162,Product_3,Route_Product_3,137,146_Litho_Met,Litho_REG_FE_64,LithoTrack_FE_115#21,26820.0,26820.0,26937.910988793934,0.0,117.91098879393336,PROCESS
f668405a780a,Lot_Product_3_67,Product_3,Route_Product_3,195,224_Litho,LithoTrack_FE_115,LithoTrack_FE_115#15,26883.910402582947,26884.910402582947,26938.963790713457,1.0,54.05338813050908,PROCESS
f668405a780a,Lot_Product_3_249,Product_3,Route_Product_3,46,051_Wet_Etch,WE_FE_108,DE_FE_86#123,26820.0,26820.0,26938.98969126044,0.0,118.9896912604429,PROCESS
