run_id,lot_id,product,route_id,step_seq,step_name,tool_group,tool_id,arrive_time,start_time,end_time,queue_time,process_time,event_type
cbac4e305517,Lot_Product_4_127,Product_4,Route_Product_4,99,112_Wet_Etch,WE_FE_108,WE_FE_108#17,26820.0,26823.0,26852.749473390293,3.0,29.749473390293645,PROCESS
cbac4e305517,Lot_Product_4_159,Product_4,Route_Product_4,11,011_Wet_Etch,WE_FE_108,WE_FE_108#2,26820.0,26829.0,26855.485075448527,9.0,26.485075448526274,PROCESS
cbac4e305517,Lot_Product_3_67,Product_3,Route_Product_3,193,222_Implant,Implant_91,Implant_91#5,26820.0,26834.0,26859.95277297342,14.0,25.952772973421744,PROCESS
cbac4e305517,Lot_Product_4_149,Product_4,Route_Product_4,111,124_Litho_Met,LithoMet_FE_19,LithoMet_FE_19#2,26820.0,26832.0,26865.475742826842,12.0,33.47574282684313,PROCESS
cbac4e305517,Lot_Product_4_159,Product_4,Route_Product_4,12,012_Wet_Etch,WE_FE_83,WE_FE_83#2,26855.485075448527,26856.485075448527,26885.544177933596,1.0,29.05910248507128,PROCESS
cbac4e305517,Lot_Product_3_67,Product_3,Route_Product_3,194,223_Wet_Etch,WE_FE_84,WE_FE_84#10,26859.95277297342,26860.95277297342,26887.618829035928,1.0,26.666056062506883,PROCESS
cbac4e305517,Lot_Product_4_149,Product_4,Route_Product_4,112,125_Litho_Met,Litho_REG_FE_64,Litho_REG_FE_64#5,26865.475742826842,26866.475742826842,26898.058200741583,1.0,31.58245791474191,PROCESS
cbac4e305517,Lot_Product_4_159,Product_4,Route_Product_4,13,013_Wet_Etch,WE_FE_84,WE_FE_84#4,26885.544177933596,26886.544177933596,26911.197132700934,1.0,24.652954767337818,PROCESS
cbac4e305517,Lot_Product_4_149,Product_4,Route_Product_4,113,126_Implant,Implant_128,Implant_128#2,26898.058200741583,26899.058200741583,26934.66941930881,1.0,35.61121856722809,PROCESS
cbac4e305517,Lot_Product_3_162,Product_3,Route_Product_3,137,146_Litho_Met,Litho_REG_FE_64,LithoTrack_FE_115#21,26820.0,26820.0,26937.910988793934,0.0,117.91098879393336,PROCESS
cbac4e305517,Lot_Product_3_249,Product_3,Route_Product_3,46,051_Wet_Etch,WE_FE_108,DE_FE_86#123,26820.0,26820.0,26938.98969126044,0.0,118.9896912604429,PROCESS
