run_id,lot_id,product,route_id,step_seq,step_name,tool_group,tool_id,arrive_time,start_time,end_time,queue_time,process_time,event_type
48a57f5fd08d,Lot_Product_3_1,Product_3,Route_Product_3,1,001_Diffusion,Diffusion_FE_120,Diffusion_FE_120#1,0.0,105.0,616.5466479092117,105.0,511.54664790921174,PROCESS
48a57f5fd08d,Lot_Product_3_2,Product_3,Route_Product_3,1,001_Diffusion,Diffusion_FE_120,Diffusion_FE_120#1,0.0,105.0,616.5466479092117,105.0,511.54664790921174,PROCESS
48a57f5fd08d,Lot_Product_3_3,Product_3,Route_Product_3,1,001_Diffusion,Diffusion_FE_120,Diffusion_FE_120#1,0.0,105.0,616.5466479092117,105.0,511.54664790921174,PROCESS
48a57f5fd08d,Lot_Product_3_4,Product_3,Route_Product_3,1,001_Diffusion,Diffusion_FE_120,Diffusion_FE_120#1,51.69,105.0,616.5466479092117,53.31,511.54664790921174,PROCESS
48a57f5fd08d,Lot_Product_3_5,Product_3,Route_Product_3,1,001_Diffusion,Diffusion_FE_120,Diffusion_FE_120#1,103.38,105.0,616.5466479092117,1.6200000000000045,511.54664790921174,PROCESS
48a57f5fd08d,Lot_Product_3_3,Product_3,Route_Product_3,2,002_Wet_Etch,WE_FE_84,WE_FE_84#11,616.5466479092117,619.0,642.3407840291183,2.4533520907882576,23.340784029118254,PROCESS
48a57f5fd08d,Lot_Product_3_2,Product_3,Route_Product_3,2,002_Wet_Etch,WE_FE_84,WE_FE_84#10,616.5466479092117,620.0,643.6490580315055,3.4533520907882576,23.649058031505547,PROCESS
48a57f5fd08d,Lot_Product_3_5,Product_3,Route_Product_3,2,002_Wet_Etch,WE_FE_84,WE_FE_84#12,616.5466479092117,618.0,643.7182211783975,1.4533520907882576,25.71822117839747,PROCESS
48a57f5fd08d,Lot_Product_3_4,Product_3,Route_Product_3,2,002_Wet_Etch,WE_FE_84,WE_FE_84#13,616.5466479092117,617.5466479092117,644.743372240799,1.0,27.196724331587234,PROCESS
48a57f5fd08d,Lot_Product_3_1,Product_3,Route_Product_3,2,002_Wet_Etch,WE_FE_84,WE_FE_84#1,616.5466479092117,621.0,645.458859692084,4.4533520907882576,24.458859692084047,PROCESS
48a57f5fd08d,Lot_Product_3_3,Product_3,Route_Product_3,3,003_Def_Met,DefMEt_FE_118,DefMEt_FE_118#1,642.3407840291183,643.3407840291183,669.4547688351396,1.0,26.113984806021335,PROCESS
48a57f5fd08d,Lot_Product_3_2,Product_3,Route_Product_3,3,003_Def_Met,DefMEt_FE_118,DefMEt_FE_118#2,643.6490580315055,644.6490580315055,671.6396320490122,1.0,26.990574017506674,PROCESS
48a57f5fd08d,Lot_Product_3_3,Product_3,Route_Product_3,4,007_TF_Met,TF_Met_FE_45,TF_Met_FE_45#1,669.4547688351396,670.4547688351396,687.1776996156008,1.0,16.722930780461184,PROCESS
48a57f5fd08d,Lot_Product_4_1,Product_4,Route_Product_4,1,001_Diffusion,Diffusion_FE_120,Diffusion_FE_120#10,0.0,157.0,687.8029942440635,157.0,530.8029942440635,PROCESS
48a57f5fd08d,Lot_Product_4_2,Product_4,Route_Product_4,1,001_Diffusion,Diffusion_FE_120,Diffusion_FE_120#10,0.0,157.0,687.8029942440635,157.0,530.8029942440635,PROCESS
48a57f5fd08d,Lot_Product_4_3,Product_4,Route_Product_4,1,001_Diffusion,Diffusion_FE_120,Diffusion_FE_120#10,51.69,157.0,687.8029942440635,105.31,530.8029942440635,PROCESS
48a57f5fd08d,Lot_Product_4_4,Product_4,Route_Product_4,1,001_Diffusion,Diffusion_FE_120,Diffusion_FE_120#10,103.38,157.0,687.8029942440635,53.620000000000005,530.8029942440635,PROCESS
