run_id,tool_group,tool_id,state,state_change_time,setup_name,lot_id,reason,idle_units,run_units,setup_units,down_pm_units,down_bm_units
48a57f5fd08d,DE_BE_11,,IDLE,0.0,,,INIT,11,0,0,0,0
48a57f5fd08d,DE_BE_12,,IDLE,0.0,,,INIT,10,0,0,0,0
48a57f5fd08d,DE_BE_13,,IDLE,0.0,,,INIT,23,0,0,0,0
48a57f5fd08d,DE_BE_48,,IDLE,0.0,,,INIT,12,0,0,0,0
48a57f5fd08d,DE_BE_50,,IDLE,0.0,,,INIT,9,0,0,0,0
48a57f5fd08d,DE_BE_65,,IDLE,0.0,,,INIT,18,0,0,0,0
48a57f5fd08d,DE_BE_66,,IDLE,0.0,,,INIT,22,0,0,0,0
48a57f5fd08d,DE_BE_67,,IDLE,0.0,,,INIT,12,0,0,0,0
48a57f5fd08d,DE_BE_69,,IDLE,0.0,,,INIT,2,0,0,0,0
48a57f5fd08d,DE_FE_1,,IDLE,0.0,,,INIT,8,0,0,0,0
48a57f5fd08d,DE_FE_51,,IDLE,0.0,,,INIT,22,0,0,0,0
48a57f5fd08d,DE_FE_53,,IDLE,0.0,,,INIT,5,0,0,0,0
48a57f5fd08d,DE_FE_54,,IDLE,0.0,,,INIT,6,0,0,0,0
48a57f5fd08d,DE_FE_56,,IDLE,0.0,,,INIT,3,0,0,0,0
48a57f5fd08d,DE_FE_58,,IDLE,0.0,,,INIT,3,0,0,0,0
48a57f5fd08d,DE_FE_59,,IDLE,0.0,,,INIT,17,0,0,0,0
48a57f5fd08d,DE_FE_62,,IDLE,0.0,,,INIT,17,0,0,0,0
48a57f5fd08d,DE_FE_70,,IDLE,0.0,,,INIT,15,0,0,0,0
48a57f5fd08d,DE_FE_71,,IDLE,0.0,,,INIT,31,0,0,0,0
48a57f5fd08d,DE_FE_72,,IDLE,0.0,,,INIT,11,0,0,0,0
48a57f5fd08d,DE_FE_86,,IDLE,0.0,,,INIT,150,0,0,0,0
48a57f5fd08d,DefMEt_FE_118,,IDLE,0.0,,,INIT,2,0,0,0,0
48a57f5fd08d,DefMet_BE_33,,IDLE,0.0,,,INIT,2,0,0,0,0
48a57f5fd08d,DefMet_BE_42,,IDLE,0.0,,,INIT,1,0,0,0,0
48a57f5fd08d,DefMet_FE_10,,IDLE,0.0,,,INIT,3,0,0,0,0
48a57f5fd08d,DefMet_FE_106,,IDLE,0.0,,,INIT,1,0,0,0,0
48a57f5fd08d,DefMet_FE_34,,IDLE,0.0,,,INIT,2,0,0,0,0
48a57f5fd08d,DefMet_FE_43,,IDLE,0.0,,,INIT,6,0,0,0,0
48a57f5fd08d,Delay_32,,IDLE,0.0,,,INIT,400,0,0,0,0
