run_id,snapshot_time,scope,kpi_name,value,window_minutes,numerator,denominator,meta
48a57f5fd08d,60.0,*,q_time_min,0.0,,0.0,0.0,
48a57f5fd08d,60.0,*,rtf,0.0,,0.0,7.0,
48a57f5fd08d,60.0,*,tat_min,0.0,1440,0.0,0.0,
48a57f5fd08d,60.0,*,throughput_24h,0.0,1440,0.0,,
48a57f5fd08d,60.0,*,utilization,0.0,60,0.0,92100.0,
48a57f5fd08d,60.0,*,wip,5.0,,0.0,5.0,
48a57f5fd08d,120.0,*,q_time_min,0.0,,0.0,0.0,
48a57f5fd08d,120.0,*,rtf,0.0,,0.0,9.0,
48a57f5fd08d,120.0,*,utilization,0.0001737242128121607,60,16.0,92100.0,
48a57f5fd08d,120.0,*,wip,10.0,,0.0,10.0,
48a57f5fd08d,180.0,*,q_time_min,0.0,,0.0,0.0,
48a57f5fd08d,180.0,*,rtf,0.0,,0.0,11.0,
48a57f5fd08d,180.0,*,utilization,0.0009120521172638436,60,84.0,92100.0,
48a57f5fd08d,180.0,*,wip,13.0,,0.0,13.0,
48a57f5fd08d,240.0,*,q_time_min,0.0,,0.0,0.0,
48a57f5fd08d,240.0,*,rtf,0.0,,0.0,13.0,
48a57f5fd08d,240.0,*,utilization,0.0013029315960912053,60,120.0,92100.0,
48a57f5fd08d,240.0,*,wip,13.0,,0.0,13.0,
48a57f5fd08d,300.0,*,q_time_min,0.0,,0.0,0.0,
48a57f5fd08d,300.0,*,rtf,0.0,,0.0,15.0,
48a57f5fd08d,300.0,*,utilization,0.0013029315960912053,60,120.0,92100.0,
48a57f5fd08d,300.0,*,wip,13.0,,0.0,13.0,
48a57f5fd08d,360.0,*,q_time_min,0.0,,0.0,0.0,
48a57f5fd08d,360.0,*,rtf,0.0,,0.0,17.0,
48a57f5fd08d,360.0,*,utilization,0.0013029315960912053,60,120.0,92100.0,
48a57f5fd08d,360.0,*,wip,16.0,,0.0,16.0,
48a57f5fd08d,420.0,*,q_time_min,0.0,,0.0,0.0,
48a57f5fd08d,420.0,*,rtf,0.0,,0.0,21.0,
48a57f5fd08d,420.0,*,utilization,0.0019996742671009775,60,184.17000000000002,92100.0,
48a57f5fd08d,420.0,*,wip,23.0,,0.0,23.0,
48a57f5fd08d,480.0,*,q_time_min,0.0,,0.0,0.0,
48a57f5fd08d,480.0,*,rtf,0.0,,0.0,43.0,
48a57f5fd08d,480.0,*,utilization,0.0026058631921824105,60,240.0,92100.0,
48a57f5fd08d,480.0,*,wip,29.0,,0.0,29.0,
48a57f5fd08d,540.0,*,q_time_min,0.0,,0.0,0.0,
48a57f5fd08d,540.0,*,rtf,0.0,,0.0,45.0,
48a57f5fd08d,540.0,*,utilization,0.0026058631921824105,60,240.0,92100.0,
48a57f5fd08d,540.0,*,wip,27.0,,0.0,27.0,
48a57f5fd08d,600.0,*,q_time_min,0.0,,0.0,0.0,
48a57f5fd08d,600.0,*,rtf,0.0,,0.0,47.0,
48a57f5fd08d,600.0,*,utilization,0.0026058631921824105,60,240.0,92100.0,
48a57f5fd08d,600.0,*,wip,27.0,,0.0,27.0,
48a57f5fd08d,660.0,*,q_time_min,15.411459564759241,,30.822919129518482,2.0,
48a57f5fd08d,660.0,*,rtf,0.0,,0.0,49.0,
48a57f5fd08d,660.0,*,utilization,0.003907931086984587,60,359.9204531112805,92100.0,
48a57f5fd08d,660.0,*,wip,30.0,,2.0,28.0,
48a57f5fd08d,720.0,*,q_time_min,5.5322826885684435,,5.5322826885684435,1.0,
48a57f5fd08d,720.0,*,rtf,0.0,,0.0,51.0,
48a57f5fd08d,720.0,*,utilization,0.0054748277443325945,60,504.231635253032,92100.0,
48a57f5fd08d,720.0,*,wip,33.0,,1.0,32.0,
48a57f5fd08d,780.0,*,q_time_min,0.0,,0.0,0.0,
