run_id,lot_id,product,route_id,step_seq,step_name,tool_group,tool_id,arrive_time,start_time,end_time,queue_time,process_time,event_type
417da89b93a9,Lot_Product_4_127,Product_4,Route_Product_4,99,112_Wet_Etch,WE_FE_108,WE_FE_108#17,26820.0,26823.0,26849.65076123842,3.0,26.6507612384191,PROCESS
417da89b93a9,Lot_Product_4_159,Product_4,Route_Product_4,11,011_Wet_Etch,WE_FE_108,WE_FE_108#2,26820.0,26829.0,26855.845709936184,9.0,26.84570993618381,PROCESS
417da89b93a9,Lot_Product_4_85,Product_4,Route_Product_4,113,126_Implant,Implant_128,Implant_128#2,26820.0,26821.0,26856.797209696397,1.0,35.797209696397175,PROCESS
417da89b93a9,Lot_Product_3_67,Product_3,Route_Product_3,193,222_Implant,Implant_91,Implant_91#5,26820.0,26833.0,26859.45222984675,13.0,26.452229846750292,PROCESS
417da89b93a9,Lot_Product_3_67,Product_3,Route_Product_3,194,223_Wet_Etch,WE_FE_84,WE_FE_84#10,26859.45222984675,26860.45222984675,26885.269449618874,1.0,24.817219772122392,PROCESS
417da89b93a9,Lot_Product_4_159,Product_4,Route_Product_4,12,012_Wet_Etch,WE_FE_83,WE_FE_83#2,26855.845709936184,26856.845709936184,26885.458835828093,1.0,28.613125891909675,PROCESS
417da89b93a9,Lot_Product_4_159,Product_4,Route_Product_4,13,013_Wet_Etch,WE_FE_84,WE_FE_84#10,26885.458835828093,26886.458835828093,26914.06185805221,1.0,27.60302222411468,PROCESS
417da89b93a9,Lot_Product_3_67,Product_3,Route_Product_3,195,224_Litho,LithoTrack_FE_115,LithoTrack_FE_115#15,26885.269449618874,26886.269449618874,26937.688313433817,1.0,51.41886381494591,PROCESS
417da89b93a9,Lot_Product_3_162,Product_3,Route_Product_3,137,146_Litho_Met,Litho_REG_FE_64,LithoTrack_FE_115#21,26820.0,26820.0,26937.910988793934,0.0,117.91098879393336,PROCESS
417da89b93a9,Lot_Product_3_249,Product_3,Route_Product_3,46,051_Wet_Etch,WE_FE_108,DE_FE_86#123,26820.0,26820.0,26938.98969126044,0.0,118.9896912604429,PROCESS
