run_id,snapshot_time,scope,kpi_name,value,window_minutes,numerator,denominator,meta
8abd01d05cf2,26880.0,Dry_Etch,q_time_min,0.0,,0.0,0.0,
8abd01d05cf2,26880.0,Dry_Etch,wip,95.0,,0.0,95.0,
8abd01d05cf2,26880.0,Def_Met,q_time_min,60.0,,7800.0,130.0,
8abd01d05cf2,26880.0,Def_Met,wip,135.0,,130.0,5.0,
8abd01d05cf2,26880.0,Delay_32,q_time_min,0.0,,0.0,0.0,
8abd01d05cf2,26880.0,Delay_32,wip,40.0,,0.0,40.0,
8abd01d05cf2,26880.0,Dielectric,q_time_min,0.0,,0.0,0.0,
8abd01d05cf2,26880.0,Dielectric,wip,10.0,,0.0,10.0,
8abd01d05cf2,26880.0,Diffusion,q_time_min,60.0,,45960.0,766.0,
8abd01d05cf2,26880.0,Diffusion,wip,792.0,,766.0,26.0,
8abd01d05cf2,26880.0,Implant,q_time_min,60.0,,60.0,1.0,
8abd01d05cf2,26880.0,Implant,wip,16.0,,1.0,15.0,
8abd01d05cf2,26880.0,Litho,q_time_min,60.0,,120.0,2.0,
8abd01d05cf2,26880.0,Litho,wip,68.0,,2.0,66.0,
8abd01d05cf2,26880.0,Litho_Met,q_time_min,60.0,,180.0,3.0,
8abd01d05cf2,26880.0,Litho_Met,wip,37.0,,3.0,34.0,
8abd01d05cf2,26880.0,Planar,q_time_min,0.0,,0.0,0.0,
8abd01d05cf2,26880.0,Planar,wip,9.0,,0.0,9.0,
8abd01d05cf2,26880.0,TF,q_time_min,0.0,,0.0,0.0,
8abd01d05cf2,26880.0,TF,wip,8.0,,0.0,8.0,
8abd01d05cf2,26880.0,TF_Met,q_time_min,60.0,,240.0,4.0,
8abd01d05cf2,26880.0,TF_Met,wip,7.0,,4.0,3.0,
8abd01d05cf2,26880.0,Wet_Etch,q_time_min,60.0,,180.0,3.0,
8abd01d05cf2,26880.0,Wet_Etch,wip,38.0,,3.0,35.0,
8abd01d05cf2,26880.0,Diffusion,utilization,0.3331140350877193,60,1519.0,4560.0,
8abd01d05cf2,26880.0,Diffusion,performance,0.0,60,0.0,0.0,
8abd01d05cf2,26880.0,Diffusion,quality,0.0,60,0.0,0.0,"{""finish"":0,""rework"":0,""scrap"":0}"
8abd01d05cf2,26880.0,Diffusion,oee_estimate,0.0,60,,,"{""availability"":0.333114,""performance"":0.000000,""performance_capped"":0.000000,""quality"":0.000000}"
8abd01d05cf2,26880.0,Def_Met,utilization,0.29411764705882354,60,300.0,1020.0,
8abd01d05cf2,26880.0,Def_Met,performance,0.0,60,0.0,0.0,
8abd01d05cf2,26880.0,Def_Met,quality,0.0,60,0.0,0.0,"{""finish"":0,""rework"":0,""scrap"":0}"
8abd01d05cf2,26880.0,Def_Met,oee_estimate,0.0,60,,,"{""availability"":0.294118,""performance"":0.000000,""performance_capped"":0.000000,""quality"":0.000000}"
8abd01d05cf2,26880.0,Planar,utilization,0.15789473684210525,60,360.0,2280.0,
8abd01d05cf2,26880.0,Planar,performance,0.0,60,0.0,0.0,
8abd01d05cf2,26880.0,Planar,quality,0.0,60,0.0,0.0,"{""finish"":0,""rework"":0,""scrap"":0}"
8abd01d05cf2,26880.0,Planar,oee_estimate,0.0,60,,,"{""availability"":0.157895,""performance"":0.000000,""performance_capped"":0.000000,""quality"":0.000000}"
8abd01d05cf2,26880.0,Implant,utilization,0.36051984191338526,60,778.7228585329121,2160.0,
8abd01d05cf2,26880.0,Implant,performance,0.7632901641386519,60,43.296,56.722858532912085,
8abd01d05cf2,26880.0,Implant,quality,1.0,60,2.0,2.0,"{""finish"":2,""rework"":0,""scrap"":0}"
8abd01d05cf2,26880.0,Implant,oee_estimate,0.2751812493093087,60,,,"{""availability"":0.360520,""performance"":0.763290,""performance_capped"":0.763290,""quality"":1.000000}"
8abd01d05cf2,26880.0,Dry_Etch,utilization,0.2198039733740284,60,5367.613029793773,24420.0,
8abd01d05cf2,26880.0,Dry_Etch,performance,0.0,60,0.0,0.0,
8abd01d05cf2,26880.0,Dry_Etch,quality,0.0,60,0.0,0.0,"{""finish"":0,""rework"":0,""scrap"":0}"
8abd01d05cf2,26880.0,Dry_Etch,oee_estimate,0.0,60,,,"{""availability"":0.219804,""performance"":0.000000,""performance_capped"":0.000000,""quality"":0.000000}"
8abd01d05cf2,26880.0,Litho,utilization,0.18691588785046728,60,2400.0,12840.0,
8abd01d05cf2,26880.0,Litho,performance,0.0,60,0.0,0.0,
8abd01d05cf2,26880.0,Litho,quality,0.0,60,0.0,0.0,"{""finish"":0,""rework"":0,""scrap"":0}"
8abd01d05cf2,26880.0,Litho,oee_estimate,0.0,60,,,"{""availability"":0.186916,""performance"":0.000000,""performance_capped"":0.000000,""quality"":0.000000}"
8abd01d05cf2,26880.0,Litho_Met,utilization,0.5084745762711864,60,1800.0,3540.0,
8abd01d05cf2,26880.0,Litho_Met,performance,0.0,60,0.0,0.0,
8abd01d05cf2,26880.0,Litho_Met,quality,0.0,60,0.0,0.0,"{""finish"":0,""rework"":0,""scrap"":0}"
8abd01d05cf2,26880.0,Litho_Met,oee_estimate,0.0,60,,,"{""availability"":0.508475,""performance"":0.000000,""performance_capped"":0.000000,""quality"":0.000000}"
8abd01d05cf2,26880.0,TF_Met,utilization,0.75,60,180.0,240.0,
8abd01d05cf2,26880.0,TF_Met,performance,0.0,60,0.0,0.0,
8abd01d05cf2,26880.0,TF_Met,quality,0.0,60,0.0,0.0,"{""finish"":0,""rework"":0,""scrap"":0}"
8abd01d05cf2,26880.0,TF_Met,oee_estimate,0.0,60,,,"{""availability"":0.750000,""performance"":0.000000,""performance_capped"":0.000000,""quality"":0.000000}"
8abd01d05cf2,26880.0,Delay_32,utilization,0.098717837079678,60,2369.228089912272,24000.0,
8abd01d05cf2,26880.0,Delay_32,performance,0.0,60,0.0,0.0,
8abd01d05cf2,26880.0,Delay_32,quality,0.0,60,0.0,0.0,"{""finish"":0,""rework"":0,""scrap"":0}"
8abd01d05cf2,26880.0,Delay_32,oee_estimate,0.0,60,,,"{""availability"":0.098718,""performance"":0.000000,""performance_capped"":0.000000,""quality"":0.000000}"
8abd01d05cf2,26880.0,Wet_Etch,utilization,0.29567778095921676,60,2022.4360217610426,6840.0,
8abd01d05cf2,26880.0,Wet_Etch,performance,0.7127346696460144,60,38.76,54.38208866596945,
8abd01d05cf2,26880.0,Wet_Etch,quality,1.0,60,2.0,2.0,"{""finish"":2,""rework"":0,""scrap"":0}"
8abd01d05cf2,26880.0,Wet_Etch,oee_estimate,0.21073980553363397,60,,,"{""availability"":0.295678,""performance"":0.712735,""performance_capped"":0.712735,""quality"":1.000000}"
8abd01d05cf2,26880.0,Dielectric,utilization,0.11428571428571428,60,480.0,4200.0,
8abd01d05cf2,26880.0,Dielectric,performance,0.0,60,0.0,0.0,
8abd01d05cf2,26880.0,Dielectric,quality,0.0,60,0.0,0.0,"{""finish"":0,""rework"":0,""scrap"":0}"
8abd01d05cf2,26880.0,Dielectric,oee_estimate,0.0,60,,,"{""availability"":0.114286,""performance"":0.000000,""performance_capped"":0.000000,""quality"":0.000000}"
8abd01d05cf2,26880.0,TF,utilization,0.07,60,420.0,6000.0,
8abd01d05cf2,26880.0,TF,performance,0.0,60,0.0,0.0,
8abd01d05cf2,26880.0,TF,quality,0.0,60,0.0,0.0,"{""finish"":0,""rework"":0,""scrap"":0}"
8abd01d05cf2,26880.0,TF,oee_estimate,0.0,60,,,"{""availability"":0.070000,""performance"":0.000000,""performance_capped"":0.000000,""quality"":0.000000}"
8abd01d05cf2,26940.0,Dry_Etch,q_time_min,0.0,,0.0,0.0,
8abd01d05cf2,26940.0,Dry_Etch,wip,95.0,,0.0,95.0,
8abd01d05cf2,26940.0,Def_Met,q_time_min,120.0,,15600.0,130.0,
8abd01d05cf2,26940.0,Def_Met,wip,135.0,,130.0,5.0,
8abd01d05cf2,26940.0,Delay_32,q_time_min,0.0,,0.0,0.0,
8abd01d05cf2,26940.0,Delay_32,wip,40.0,,0.0,40.0,
8abd01d05cf2,26940.0,Dielectric,q_time_min,0.0,,0.0,0.0,
8abd01d05cf2,26940.0,Dielectric,wip,11.0,,0.0,11.0,
8abd01d05cf2,26940.0,Diffusion,q_time_min,120.0,,84720.0,706.0,
8abd01d05cf2,26940.0,Diffusion,wip,732.0,,706.0,26.0,
8abd01d05cf2,26940.0,Implant,q_time_min,120.0,,120.0,1.0,
8abd01d05cf2,26940.0,Implant,wip,16.0,,1.0,15.0,
8abd01d05cf2,26940.0,Litho,q_time_min,120.0,,240.0,2.0,
8abd01d05cf2,26940.0,Litho,wip,71.0,,2.0,69.0,
8abd01d05cf2,26940.0,Litho_Met,q_time_min,120.0,,360.0,3.0,
8abd01d05cf2,26940.0,Litho_Met,wip,38.0,,3.0,35.0,
8abd01d05cf2,26940.0,Planar,q_time_min,0.0,,0.0,0.0,
8abd01d05cf2,26940.0,Planar,wip,10.0,,0.0,10.0,
8abd01d05cf2,26940.0,TF,q_time_min,0.0,,0.0,0.0,
8abd01d05cf2,26940.0,TF,wip,10.0,,0.0,10.0,
8abd01d05cf2,26940.0,TF_Met,q_time_min,120.0,,480.0,4.0,
8abd01d05cf2,26940.0,TF_Met,wip,7.0,,4.0,3.0,
8abd01d05cf2,26940.0,Wet_Etch,q_time_min,120.0,,360.0,3.0,
8abd01d05cf2,26940.0,Wet_Etch,wip,36.0,,3.0,33.0,
8abd01d05cf2,26940.0,Diffusion,utilization,0.34210526315789475,60,1560.0,4560.0,
8abd01d05cf2,26940.0,Diffusion,performance,0.0,60,0.0,0.0,
8abd01d05cf2,26940.0,Diffusion,quality,0.0,60,0.0,0.0,"{""finish"":0,""rework"":0,""scrap"":0}"
8abd01d05cf2,26940.0,Diffusion,oee_estimate,0.0,60,,,"{""availability"":0.342105,""performance"":0.000000,""performance_capped"":0.000000,""quality"":0.000000}"
8abd01d05cf2,26940.0,Def_Met,utilization,0.29411764705882354,60,300.0,1020.0,
8abd01d05cf2,26940.0,Def_Met,performance,0.0,60,0.0,0.0,
8abd01d05cf2,26940.0,Def_Met,quality,0.0,60,0.0,0.0,"{""finish"":0,""rework"":0,""scrap"":0}"
8abd01d05cf2,26940.0,Def_Met,oee_estimate,0.0,60,,,"{""availability"":0.294118,""performance"":0.000000,""performance_capped"":0.000000,""quality"":0.000000}"
8abd01d05cf2,26940.0,Planar,utilization,0.15789473684210525,60,360.0,2280.0,
8abd01d05cf2,26940.0,Planar,performance,0.0,60,0.0,0.0,
8abd01d05cf2,26940.0,Planar,quality,0.0,60,0.0,0.0,"{""finish"":0,""rework"":0,""scrap"":0}"
8abd01d05cf2,26940.0,Planar,oee_estimate,0.0,60,,,"{""availability"":0.157895,""performance"":0.000000,""performance_capped"":0.000000,""quality"":0.000000}"
8abd01d05cf2,26940.0,Implant,utilization,0.3333333333333333,60,720.0,2160.0,
8abd01d05cf2,26940.0,Implant,performance,0.0,60,0.0,0.0,
8abd01d05cf2,26940.0,Implant,quality,0.0,60,0.0,0.0,"{""finish"":0,""rework"":0,""scrap"":0}"
