run_id,lot_id,product,route_id,step_seq,step_name,tool_group,tool_id,arrive_time,start_time,end_time,queue_time,process_time,event_type
f19bf4a6a65e,Lot_Product_4_127,Product_4,Route_Product_4,99,112_Wet_Etch,WE_FE_108,WE_FE_108#17,26820.0,26823.0,26851.99743274978,3.0,28.99743274978036,PROCESS
f19bf4a6a65e,Lot_Product_4_85,Product_4,Route_Product_4,113,126_Implant,Implant_128,Implant_128#2,26820.0,26821.0,26852.425332812963,1.0,31.425332812964022,PROCESS
f19bf4a6a65e,Lot_Product_4_159,Product_4,Route_Product_4,11,011_Wet_Etch,WE_FE_108,WE_FE_108#2,26820.0,26829.0,26858.49170510743,9.0,29.491705107431024,PROCESS
f19bf4a6a65e,Lot_Product_3_67,Product_3,Route_Product_3,193,222_Implant,Implant_91,Implant_91#5,26820.0,26833.0,26858.828367663733,13.0,25.828367663731427,PROCESS
f19bf4a6a65e,Lot_Product_4_159,Product_4,Route_Product_4,12,012_Wet_Etch,WE_FE_83,WE_FE_83#2,26858.49170510743,26859.49170510743,26885.936683852604,1.0,26.44497874517358,PROCESS
f19bf4a6a65e,Lot_Product_3_67,Product_3,Route_Product_3,194,223_Wet_Etch,WE_FE_84,WE_FE_84#10,26858.828367663733,26859.828367663733,26886.91394297018,1.0,27.085575306448675,PROCESS
f19bf4a6a65e,Lot_Product_4_159,Product_4,Route_Product_4,13,013_Wet_Etch,WE_FE_84,WE_FE_84#4,26885.936683852604,26886.936683852604,26914.941223578353,1.0,28.00453972574975,PROCESS
f19bf4a6a65e,Lot_Product_3_162,Product_3,Route_Product_3,137,146_Litho_Met,Litho_REG_FE_64,LithoTrack_FE_115#21,26820.0,26820.0,26937.910988793934,0.0,117.91098879393336,PROCESS
f19bf4a6a65e,Lot_Product_3_249,Product_3,Route_Product_3,46,051_Wet_Etch,WE_FE_108,DE_FE_86#123,26820.0,26820.0,26938.98969126044,0.0,118.9896912604429,PROCESS
f19bf4a6a65e,Lot_Product_3_67,Product_3,Route_Product_3,195,224_Litho,LithoTrack_FE_115,LithoTrack_FE_115#15,26886.91394297018,26887.91394297018,26939.44716477641,1.0,51.53322180623033,PROCESS
