run_id,lot_id,product,route_id,step_seq,tool_group,tool_id,event_type,event_time,detail_1,detail_2
addbba9482b6,HotLot_4,Product_4,Route_Product_4,325,TF_BE_23,DE_BE_13#10,T0_RESUME_PROCESSING,26820.0,187.7340718092724,
addbba9482b6,Lot_Product_3_1,Product_3,Route_Product_3,1,Diffusion_FE_120,Delay_32#138,T0_RESUME_PROCESSING,26820.0,508.83,
addbba9482b6,Lot_Product_3_100,Product_3,Route_Product_3,208,DE_FE_53,DE_FE_53#2,T0_RESUME_PROCESSING,26820.0,155.62001875374338,
addbba9482b6,Lot_Product_3_104,Product_3,Route_Product_3,174,Diffusion_FE_122,TF_Met_FE_61#1,T0_RESUME_PROCESSING,26820.0,530.316,
addbba9482b6,Lot_Product_3_105,Product_3,Route_Product_3,208,DE_FE_53,DE_FE_53#4,T0_RESUME_PROCESSING,26820.0,169.7334332918945,
addbba9482b6,Lot_Product_3_107,Product_3,Route_Product_3,177,DE_FE_51,DE_FE_51#14,T0_RESUME_PROCESSING,26820.0,177.98207696684807,
addbba9482b6,Lot_Product_3_111,Product_3,Route_Product_3,1,Diffusion_FE_120,Delay_32#144,T0_RESUME_PROCESSING,26820.0,508.83,
addbba9482b6,Lot_Product_3_113,Product_3,Route_Product_3,196,Litho_FE_111,Implant_91#2,T0_RESUME_PROCESSING,26820.0,184.69037146455085,
addbba9482b6,Lot_Product_3_115,Product_3,Route_Product_3,208,DE_FE_53,DE_FE_53#1,T0_RESUME_PROCESSING,26820.0,130.69952273156017,
addbba9482b6,Lot_Product_3_116,Product_3,Route_Product_3,196,Litho_FE_111,WE_FE_84#14,T0_RESUME_PROCESSING,26820.0,145.53064416006455,
addbba9482b6,Lot_Product_3_117,Product_3,Route_Product_3,196,Litho_FE_111,DE_FE_86#120,T0_RESUME_PROCESSING,26820.0,197.07320121559897,
addbba9482b6,Lot_Product_3_119,Product_3,Route_Product_3,177,DE_FE_51,DE_FE_51#11,T0_RESUME_PROCESSING,26820.0,173.70675919092213,
addbba9482b6,Lot_Product_3_120,Product_3,Route_Product_3,1,Diffusion_FE_120,Delay_32#132,T0_RESUME_PROCESSING,26820.0,508.83,
addbba9482b6,Lot_Product_3_123,Product_3,Route_Product_3,196,Litho_FE_111,WE_FE_84#13,T0_RESUME_PROCESSING,26820.0,151.50309507977582,
addbba9482b6,Lot_Product_3_124,Product_3,Route_Product_3,1,Diffusion_FE_120,Delay_32#1,T0_RESUME_PROCESSING,26820.0,508.83,
addbba9482b6,Lot_Product_3_128,Product_3,Route_Product_3,177,DE_FE_51,DE_FE_51#13,T0_RESUME_PROCESSING,26820.0,176.2884265206598,
addbba9482b6,Lot_Product_3_131,Product_3,Route_Product_3,170,Implant_91,DefMet_FE_43#2,T0_RESUME_PROCESSING,26820.0,135.12192411496616,
addbba9482b6,Lot_Product_3_133,Product_3,Route_Product_3,181,DefMet_FE_43,Delay_32#109,T0_RESUME_PROCESSING,26820.0,126.91557461977534,
addbba9482b6,Lot_Product_3_137,Product_3,Route_Product_3,182,DE_FE_86,Delay_32#100,T0_RESUME_PROCESSING,26820.0,199.91426302811055,
addbba9482b6,Lot_Product_3_14,Product_3,Route_Product_3,196,Litho_FE_111,WE_FE_84#15,T0_RESUME_PROCESSING,26820.0,153.36695268827535,
addbba9482b6,Lot_Product_3_140,Product_3,Route_Product_3,138,DE_FE_71,LithoMet_FE_19#4,T0_RESUME_PROCESSING,26820.0,191.90915420427928,
addbba9482b6,Lot_Product_3_144,Product_3,Route_Product_3,105,Dielectric_FE_30,Delay_32#106,T0_RESUME_PROCESSING,26820.0,150.926,
